date;gforce;speed;AccX;AccY;AccZ;GyroX;GyroY;GyroZ
12/02/2020 11:26:06;1;0;0.46;-0.45;1.55;-69.50;-1.87;-0.65
12/02/2020 11:26:07;1;0;0.48;-0.43;1.56;-69.25;-1.56;-0.66
12/02/2020 11:26:09;1;0;0.47;-0.46;1.55;-69.37;-2.15;-0.91
12/02/2020 11:26:10;1;0;0.46;-0.43;1.54;-69.37;-1.50;-0.31
12/02/2020 11:26:12;1;0;0.45;-0.45;1.56;-69.37;-1.85;-0.73
12/02/2020 11:26:13;1;0;0.47;-0.44;1.59;-69.13;-1.91;-1.11
12/02/2020 11:26:15;1;0;0.47;-0.44;1.54;-69.13;-1.44;-0.63
12/02/2020 11:26:16;1;0;0.45;-0.46;1.54;-69.25;-1.82;-0.66
12/02/2020 11:26:17;1;0;0.47;-0.45;1.55;-69.13;-1.92;-1.02
12/02/2020 11:26:19;1;0;0.47;-0.45;1.57;-69.37;-1.92;-1.28
12/02/2020 11:26:20;1;0;0.46;-0.45;1.60;-69.01;-2.08;-1.35
12/02/2020 11:26:22;1;0;0.47;-0.44;1.58;-69.01;-1.89;-1.08
12/02/2020 11:26:23;1;0;0.46;-0.46;1.57;-68.89;-1.53;-0.86
12/02/2020 11:26:25;1;0;0.46;-0.44;1.55;-69.13;-1.68;-0.83
12/02/2020 11:26:26;1;0;0.46;-0.45;1.59;-68.89;-1.98;-1.20
12/02/2020 11:26:28;1;0;0.47;-0.45;1.54;-69.01;-1.62;-0.44
12/02/2020 11:26:29;1;0;0.47;-0.44;1.54;-69.01;-1.82;-0.76
12/02/2020 11:26:30;1;0;0.46;-0.45;1.57;-68.89;-1.79;-0.79
12/02/2020 11:26:32;1;0;0.45;-0.44;1.56;-69.13;-1.48;-0.78
12/02/2020 11:26:33;1;0;0.46;-0.45;1.55;-68.89;-1.86;-0.93
12/02/2020 11:26:35;1;0;0.46;-0.44;1.57;-68.76;-1.77;-0.98
12/02/2020 11:26:36;1;0;0.48;-0.45;1.57;-68.89;-1.59;-1.02
12/02/2020 11:26:38;1;0;0.47;-0.43;1.56;-68.52;-1.69;-1.02
12/02/2020 11:26:39;1;0;0.48;-0.45;1.56;-68.40;-1.95;-0.91
12/02/2020 11:26:40;1;0;0.47;-0.46;1.54;-68.52;-1.70;-0.38
12/02/2020 11:26:42;1;0;0.46;-0.44;1.58;-68.64;-2.03;-1.02
12/02/2020 11:26:43;1;0;0.46;-0.45;1.54;-68.40;-1.47;-0.49
12/02/2020 11:26:45;1;0;0.46;-0.44;1.58;-68.64;-1.71;-1.01
12/02/2020 11:26:46;1;0;0.46;-0.44;1.53;-68.52;-2.04;-0.82
12/02/2020 11:26:48;1;0;0.47;-0.45;1.56;-68.27;-1.70;-0.87
12/02/2020 11:26:49;1;0;0.46;-0.43;1.60;-68.52;-1.90;-0.92
12/02/2020 11:26:50;1;0;0.47;-0.44;1.59;-68.03;-1.76;-0.80
12/02/2020 11:26:52;1;0;0.46;-0.43;1.54;-68.27;-1.72;-0.83
12/02/2020 11:26:53;1;0;0.47;-0.44;1.56;-68.40;-1.89;-0.76
12/02/2020 11:26:55;1;0;0.47;-0.44;1.59;-68.27;-2.58;-1.38
12/02/2020 11:26:56;1;0;0.46;-0.45;1.57;-68.27;-1.60;-0.64
12/02/2020 11:26:58;1;0;0.47;-0.45;1.51;-68.15;-1.76;-0.58
12/02/2020 11:26:59;1;0;0.46;-0.45;1.58;-67.91;-1.74;-1.14
12/02/2020 11:27:00;1;0;0.47;-0.45;1.55;-68.03;-1.69;-0.45
12/02/2020 11:27:02;1;0;0.46;-0.45;1.58;-68.40;-2.08;-0.89
12/02/2020 11:27:03;1;0;0.46;-0.45;1.57;-67.91;-1.77;-0.66
12/02/2020 11:27:05;1;0;0.48;-0.44;1.56;-67.91;-1.73;-0.67
12/02/2020 11:27:06;1;0;0.46;-0.43;1.55;-68.03;-1.75;-0.73
12/02/2020 11:27:08;1;0;0.47;-0.44;1.55;-68.03;-1.63;-0.76
12/02/2020 11:27:09;1;0;0.45;-0.44;1.58;-67.91;-1.81;-0.96
12/02/2020 11:27:10;1;0;0.47;-0.46;1.53;-67.66;-1.60;-0.62
12/02/2020 11:27:12;1;0;0.46;-0.44;1.57;-67.42;-1.87;-1.24
12/02/2020 11:27:13;1;0;0.46;-0.45;1.57;-67.66;-1.92;-1.06
12/02/2020 11:27:15;1;0;0.45;-0.44;1.56;-67.66;-1.68;-0.59
12/02/2020 11:27:16;1;0;0.46;-0.44;1.56;-67.66;-1.96;-0.95
12/02/2020 11:27:18;1;0;0.45;-0.44;1.58;-67.66;-1.76;-0.95
12/02/2020 11:27:19;1;0;0.46;-0.45;1.54;-67.54;-1.63;-0.79
12/02/2020 11:27:20;1;0;0.46;-0.44;1.57;-67.66;-1.75;-1.17
12/02/2020 11:27:22;1;0;0.46;-0.46;1.53;-67.66;-1.82;-0.90
12/02/2020 11:27:23;1;0;0.47;-0.45;1.56;-67.66;-1.84;-0.81
12/02/2020 11:27:25;1;0;0.47;-0.45;1.57;-67.42;-1.93;-1.00
12/02/2020 11:27:26;1;0;0.46;-0.45;1.57;-67.30;-1.71;-0.76
12/02/2020 11:27:28;1;0;0.47;-0.45;1.55;-67.54;-1.62;-0.78
12/02/2020 11:27:29;1;0;0.46;-0.44;1.53;-67.42;-1.76;-0.71
12/02/2020 11:27:30;1;0;0.45;-0.45;1.55;-67.30;-1.56;-0.59
12/02/2020 11:27:32;1;0;0.47;-0.45;1.57;-67.18;-1.72;-0.82
12/02/2020 11:27:33;1;0;0.47;-0.44;1.56;-67.30;-1.74;-0.83
12/02/2020 11:27:35;1;0;0.44;-0.43;1.59;-67.30;-1.92;-0.92
12/02/2020 11:27:36;1;0;0.47;-0.45;1.53;-67.30;-1.63;-1.02
12/02/2020 11:27:38;1;0;0.45;-0.45;1.56;-67.18;-1.54;-0.61
12/02/2020 11:27:39;1;0;0.46;-0.44;1.55;-67.05;-1.91;-0.76
12/02/2020 11:27:41;1;0;0.47;-0.45;1.57;-67.18;-2.12;-0.88
12/02/2020 11:27:42;1;0;0.47;-0.44;1.55;-67.18;-1.98;-0.85
12/02/2020 11:27:43;1;0;0.46;-0.44;1.53;-67.05;-1.52;-0.68
12/02/2020 11:27:45;1;0;0.46;-0.44;1.57;-66.93;-1.94;-0.88
12/02/2020 11:27:46;1;0;0.47;-0.45;1.58;-67.05;-1.56;-0.62
12/02/2020 11:27:48;1;0;0.45;-0.45;1.56;-67.05;-2.01;-1.40
12/02/2020 11:27:49;1;0;0.48;-0.44;1.59;-67.05;-1.69;-0.84
12/02/2020 11:27:51;1;0;0.47;-0.44;1.55;-67.18;-1.61;-0.79
12/02/2020 11:27:52;1;0;0.46;-0.45;1.55;-66.93;-1.80;-0.73
12/02/2020 11:27:53;1;0;0.46;-0.45;1.58;-66.93;-1.85;-1.21
12/02/2020 11:27:55;1;0;0.46;-0.45;1.56;-66.93;-1.99;-1.08
12/02/2020 11:27:56;1;0;0.46;-0.45;1.55;-66.81;-1.65;-0.72
12/02/2020 11:27:58;1;0;0.46;-0.45;1.57;-67.05;-1.82;-0.70
12/02/2020 11:27:59;1;0;0.46;-0.44;1.55;-66.81;-1.47;-0.50
12/02/2020 11:28:01;1;0;0.46;-0.45;1.57;-66.93;-1.73;-1.06
12/02/2020 11:28:02;1;0;0.46;-0.44;1.57;-66.81;-1.97;-0.92
12/02/2020 11:28:03;1;0;0.46;-0.45;1.57;-66.81;-1.78;-0.92
12/02/2020 11:28:05;1;0;0.46;-0.45;1.53;-66.69;-1.67;-0.49
12/02/2020 11:28:06;1;0;0.47;-0.45;1.57;-66.56;-1.73;-0.86
12/02/2020 11:28:08;1;0;0.47;-0.45;1.58;-66.93;-1.98;-0.99
12/02/2020 11:28:09;1;0;0.46;-0.44;1.55;-66.81;-1.64;-0.87
12/02/2020 11:28:11;1;0;0.46;-0.46;1.55;-66.69;-1.65;-0.50
12/02/2020 11:28:12;1;0;0.47;-0.45;1.55;-66.44;-2.16;-1.30
12/02/2020 11:28:13;1;0;0.45;-0.44;1.51;-66.44;-1.32;-0.33
12/02/2020 11:28:15;1;0;0.47;-0.31;1.54;-66.56;3.16;7.66
12/02/2020 11:28:16;1;0;0.48;-0.49;1.70;-66.69;-3.37;-3.07
12/02/2020 11:28:18;1;0;0.44;-0.47;1.57;-66.69;-2.15;-1.63
12/02/2020 11:28:19;1;0;0.47;-0.46;1.55;-66.69;-1.99;-2.53
12/02/2020 11:28:21;1;0;0.46;-0.48;1.50;-66.56;-0.47;0.36
12/02/2020 11:28:22;1;0;0.48;-0.41;1.54;-66.81;-1.00;0.65
12/02/2020 11:28:23;1;0;0.45;-0.47;1.54;-66.56;-2.24;-1.66
12/02/2020 11:28:25;1;0;0.49;-0.47;1.55;-66.32;-0.88;0.79
12/02/2020 11:28:26;1;0;0.45;-0.46;1.58;-66.56;-3.95;-4.44
12/02/2020 11:28:28;1;0;0.46;-0.47;1.57;-66.56;-3.47;-3.67
12/02/2020 11:28:29;1;0;0.47;-0.40;1.60;-66.44;-1.15;0.56
12/02/2020 11:28:31;1;0;0.47;-0.42;1.53;-66.44;-1.82;-0.61
12/02/2020 11:28:32;1;0;0.47;-0.45;1.60;-66.44;-1.11;1.27
12/02/2020 11:28:33;1;0;0.48;-0.42;1.57;-66.20;-0.99;0.98
12/02/2020 11:28:35;1;0;0.46;-0.47;1.55;-66.20;-3.22;-3.48
12/02/2020 11:28:36;1;0;0.45;-0.48;1.54;-66.56;-3.55;-3.88
12/02/2020 11:28:38;1;0;0.46;-0.42;1.55;-66.44;-1.21;0.23
12/02/2020 11:28:39;1;0;0.45;-0.48;1.59;-66.32;-1.32;-0.17
12/02/2020 11:28:41;1;0;0.45;-0.47;1.60;-66.08;-3.44;-3.29
12/02/2020 11:28:42;1;0;0.45;-0.42;1.61;-66.32;-1.41;0.04
12/02/2020 11:28:43;1;0;0.48;-0.41;1.57;-66.08;-1.09;0.17
12/02/2020 11:28:45;1;0;0.48;-0.43;1.59;-66.32;-1.03;1.26
12/02/2020 11:28:46;1;0;0.44;-0.46;1.62;-66.08;-0.11;3.24
12/02/2020 11:28:48;1;0;0.48;-0.40;1.54;-65.95;-1.33;-1.01
12/02/2020 11:28:49;1;0;0.48;-0.41;1.58;-65.83;-0.95;0.94
12/02/2020 11:28:51;1;0;0.46;-0.44;1.56;-66.08;-1.40;0.05
12/02/2020 11:28:52;1;0;0.47;-0.41;1.57;-65.83;-0.70;0.75
12/02/2020 11:28:53;1;0;0.45;-0.47;1.58;-66.08;-1.90;-1.86
12/02/2020 11:28:55;1;0;0.48;-0.43;1.55;-65.83;-1.04;0.23
12/02/2020 11:28:56;1;0;0.45;-0.47;1.55;-66.08;-1.55;-0.92
12/02/2020 11:28:58;1;0;0.47;-0.41;1.55;-65.95;-1.24;0.70
12/02/2020 11:28:59;1;0;0.44;-0.45;1.52;-65.71;-2.45;-2.60
12/02/2020 11:29:01;1;0;0.45;-0.47;1.55;-65.71;-2.24;-1.89
12/02/2020 11:29:02;1;0;0.46;-0.40;1.59;-65.95;-0.84;1.02
12/02/2020 11:29:04;1;0;0.46;-0.44;1.51;-65.71;-2.50;-2.63
12/02/2020 11:29:05;1;0;0.46;-0.43;1.56;-65.95;-1.01;0.89
12/02/2020 11:29:06;1;0;0.47;-0.41;1.51;-65.59;-1.82;-1.49
12/02/2020 11:29:08;1;0;0.45;-0.48;1.57;-65.47;-2.41;-2.54
12/02/2020 11:29:09;1;0;0.48;-0.47;1.53;-65.59;-3.04;-3.35
12/02/2020 11:29:11;1;0;0.47;-0.42;1.62;-65.83;-0.93;0.79
12/02/2020 11:29:12;1;0;0.45;-0.45;1.54;-65.71;-1.44;-1.53
12/02/2020 11:29:14;1;0;0.45;-0.43;1.54;-65.71;-2.12;-2.13
12/02/2020 11:29:15;1;0;0.46;-0.43;1.55;-65.59;-1.09;0.60
12/02/2020 11:29:16;1;0;0.49;-0.41;1.53;-65.47;-1.72;-1.07
12/02/2020 11:29:18;1;0;0.45;-0.49;1.56;-65.47;-2.71;-2.63
12/02/2020 11:29:19;1;0;0.47;-0.41;1.54;-65.34;-1.82;-0.79
12/02/2020 11:29:21;1;0;0.48;-0.40;1.56;-65.22;-1.01;0.80
12/02/2020 11:29:22;1;0;0.45;-0.47;1.58;-65.22;-2.75;-2.59
12/02/2020 11:29:24;1;0;0.45;-0.45;1.57;-65.34;-1.43;-1.40
12/02/2020 11:29:25;1;0;0.46;-0.48;1.59;-65.34;-3.07;-3.04
12/02/2020 11:29:26;1;0;0.46;-0.49;1.58;-65.10;-2.20;-1.76
12/02/2020 11:29:28;1;0;0.48;-0.41;1.55;-65.22;-0.78;0.96
12/02/2020 11:29:29;1;0;0.46;-0.43;1.56;-65.10;-2.37;-2.31
12/02/2020 11:29:31;1;0;0.48;-0.43;1.60;-64.85;-0.79;1.25
12/02/2020 11:29:32;1;0;0.47;-0.46;1.59;-65.10;-1.26;0.30
12/02/2020 11:29:34;1;0;0.48;-0.48;1.58;-64.85;-2.32;-1.27
12/02/2020 11:29:35;1;0;0.47;-0.46;1.60;-64.85;-1.11;1.21
12/02/2020 11:29:36;1;0;0.45;-0.48;1.60;-64.98;-2.50;-2.21
12/02/2020 11:29:38;1;0;0.45;-0.41;1.49;-64.73;-1.27;-0.88
12/02/2020 11:29:39;1;0;0.46;-0.45;1.51;-64.73;-3.45;-3.64
12/02/2020 11:29:41;1;0;0.49;-0.42;1.59;-64.73;-0.47;1.94
12/02/2020 11:29:42;1;0;0.45;-0.43;1.56;-64.49;-1.20;0.82
12/02/2020 11:29:44;1;0;0.46;-0.48;1.56;-64.61;-2.45;-1.70
12/02/2020 11:29:45;1;0;0.46;-0.39;1.55;-64.37;-1.26;0.18
12/02/2020 11:29:46;1;0;0.46;-0.48;1.64;-64.24;-1.60;0.00
12/02/2020 11:29:48;1;0;0.48;-0.42;1.57;-64.37;-1.08;1.46
12/02/2020 11:29:49;1;0;0.49;-0.43;1.58;-64.24;-1.15;1.43
12/02/2020 11:29:51;1;0;0.46;-0.46;1.62;-64.24;-0.76;1.02
12/02/2020 11:29:52;1;0;0.48;-0.47;1.60;-64.12;-1.31;0.47
12/02/2020 11:29:54;1;0;0.48;-0.40;1.51;-64.00;-0.84;0.65
12/02/2020 11:29:55;1;0;0.47;-0.42;1.50;-64.00;-1.74;-0.31
12/02/2020 11:29:57;1;0;0.46;-0.49;1.60;-63.88;-2.15;-2.04
12/02/2020 11:29:58;1;0;0.48;-0.48;1.55;-64.00;-3.37;-3.66
12/02/2020 11:29:59;1;0;0.44;-0.48;1.60;-63.76;-2.73;-2.62
12/02/2020 11:30:01;1;0;0.46;-0.43;1.58;-63.88;-0.55;1.30
12/02/2020 11:30:02;1;0;0.47;-0.48;1.60;-63.88;-2.06;-1.17
12/02/2020 11:30:04;1;0;0.48;-0.40;1.52;-63.51;-1.49;0.66
12/02/2020 11:30:05;1;0;0.47;-0.46;1.61;-63.63;-1.42;0.17
12/02/2020 11:30:07;1;0;0.45;-0.45;1.54;-63.51;-2.73;-3.11
12/02/2020 11:30:08;1;0;0.45;-0.43;1.51;-63.51;-2.11;-1.94
12/02/2020 11:30:09;1;0;0.46;-0.49;1.59;-63.63;-3.15;-3.16
12/02/2020 11:30:11;1;0;0.47;-0.39;1.54;-63.39;-1.32;-0.48
12/02/2020 11:30:12;1;0;0.48;-0.49;1.59;-63.51;-1.76;-1.18
12/02/2020 11:30:14;1;0;0.47;-0.42;1.57;-63.39;-1.11;0.59
12/02/2020 11:30:15;1;0;0.47;-0.51;1.62;-63.15;-2.40;-1.53
12/02/2020 11:30:17;1;0;0.46;-0.40;1.54;-63.15;-1.37;0.04
12/02/2020 11:30:18;1;0;0.45;-0.50;1.55;-63.15;-1.39;0.00
12/02/2020 11:30:19;1;0;0.48;-0.49;1.58;-63.02;-1.47;-0.60
12/02/2020 11:30:21;1;0;0.45;-0.49;1.57;-62.90;-3.18;-3.49
12/02/2020 11:30:22;1;0;0.47;-0.44;1.57;-62.78;-1.40;0.44
12/02/2020 11:30:24;1;0;0.44;-0.45;1.51;-62.90;-1.97;-2.22
12/02/2020 11:30:25;1;0;0.46;-0.47;1.59;-62.90;-2.66;-3.06
12/02/2020 11:30:27;1;0;0.48;-0.40;1.61;-62.66;-0.90;0.85
12/02/2020 11:30:28;1;0;0.48;-0.40;1.58;-62.78;-0.93;0.91
12/02/2020 11:30:30;1;0;0.46;-0.50;1.63;-62.78;-2.21;-1.47
12/02/2020 11:30:31;1;0;0.46;-0.50;1.57;-62.29;-1.73;-0.95
12/02/2020 11:30:32;1;0;0.47;-0.40;1.60;-62.41;-0.97;0.94
12/02/2020 11:30:34;1;0;0.47;-0.50;1.57;-62.29;-1.78;-1.11
12/02/2020 11:30:35;1;0;0.46;-0.45;1.53;-62.17;-2.27;-2.34
12/02/2020 11:30:37;1;0;0.48;-0.44;1.52;-62.05;-0.97;0.73
12/02/2020 11:30:38;1;0;0.46;-0.48;1.57;-62.17;-2.41;-2.67
12/02/2020 11:30:40;1;0;0.48;-0.42;1.55;-61.92;-1.47;0.23
12/02/2020 11:30:41;1;0;0.47;-0.41;1.58;-61.80;-1.42;0.10
12/02/2020 11:30:42;1;0;0.45;-0.46;1.58;-62.05;-2.21;-2.03
12/02/2020 11:30:44;1;0;0.47;-0.45;1.59;-61.68;-1.59;-0.45
12/02/2020 11:30:45;1;0;0.46;-0.45;1.57;-61.68;-2.11;-1.63
12/02/2020 11:30:47;1;0;0.45;-0.47;1.59;-61.80;-1.69;-0.79
12/02/2020 11:30:48;1;0;0.45;-0.44;1.56;-61.56;-1.79;-1.60
12/02/2020 11:30:50;1;0;0.46;-0.47;1.59;-61.68;-2.29;-1.73
12/02/2020 11:30:51;1;0;0.45;-0.47;1.57;-61.56;-2.54;-2.32
12/02/2020 11:30:52;1;0;0.46;-0.46;1.56;-61.44;-2.79;-2.57
12/02/2020 11:30:54;1;0;0.48;-0.45;1.63;-61.44;-0.96;-0.09
12/02/2020 11:30:55;1;0;0.48;-0.43;1.56;-61.44;-0.98;1.20
12/02/2020 11:30:57;1;0;0.46;-0.47;1.58;-60.95;-1.24;-0.97
12/02/2020 11:30:58;1;0;0.45;-0.47;1.59;-60.95;-2.76;-2.58
12/02/2020 11:31:00;1;0;0.47;-0.44;1.54;-61.07;-2.47;-1.74
12/02/2020 11:31:01;1;0;0.46;-0.45;1.55;-61.07;-1.63;-1.38
12/02/2020 11:31:02;1;0;0.46;-0.44;1.59;-60.82;-1.89;-1.10
12/02/2020 11:31:04;1;0;0.47;-0.45;1.57;-60.82;-2.28;-1.55
12/02/2020 11:31:05;1;0;0.46;-0.45;1.54;-60.46;-2.14;-1.09
12/02/2020 11:31:07;1;0;0.47;-0.43;1.59;-60.70;-0.99;0.42
12/02/2020 11:31:08;1;0;0.47;-0.47;1.61;-60.34;-2.05;-1.65
12/02/2020 11:31:10;1;0;0.48;-0.46;1.61;-60.58;-2.27;-2.05
12/02/2020 11:31:11;1;0;0.43;-0.46;1.50;-60.46;-1.93;-1.71
12/02/2020 11:31:12;1;0;0.45;-0.46;1.55;-60.34;-1.89;-1.00
12/02/2020 11:31:14;1;0;0.45;-0.46;1.55;-60.09;-1.62;-0.76
12/02/2020 11:31:15;1;0;0.45;-0.46;1.57;-60.21;-1.64;-0.34
12/02/2020 11:31:17;1;0;0.45;-0.46;1.56;-59.97;-2.54;-2.15
12/02/2020 11:31:18;1;0;0.44;-0.46;1.58;-59.85;-1.17;-0.86
12/02/2020 11:31:20;1;0;0.47;-0.42;1.62;-59.85;-0.79;0.82
12/02/2020 11:31:21;1;0;0.47;-0.45;1.59;-59.97;-1.68;-0.62
12/02/2020 11:31:23;1;0;0.45;-0.46;1.57;-59.85;-2.11;-2.20
12/02/2020 11:31:24;1;0;0.44;-0.48;1.56;-59.60;-2.21;-1.24
12/02/2020 11:31:25;1;0;0.48;-0.44;1.53;-59.36;-1.65;-0.71
12/02/2020 11:31:27;1;0;0.47;-0.46;1.53;-59.60;-2.08;-1.64
12/02/2020 11:31:28;1;0;0.47;-0.45;1.55;-59.73;-1.63;-0.79
12/02/2020 11:31:30;1;0;0.47;-0.42;1.58;-59.24;-1.83;-0.63
12/02/2020 11:31:31;1;0;0.45;-0.42;1.57;-59.36;-2.06;-1.73
12/02/2020 11:31:33;1;0;0.48;-0.44;1.54;-59.36;-2.01;-0.95
12/02/2020 11:31:34;1;0;0.45;-0.44;1.53;-59.36;-1.46;-0.40
12/02/2020 11:31:35;1;0;0.46;-0.43;1.55;-59.36;-1.00;-0.26
12/02/2020 11:31:37;1;0;0.47;-0.45;1.59;-58.99;-2.00;-0.97
12/02/2020 11:31:38;1;0;0.45;-0.45;1.52;-59.11;-2.25;-1.59
12/02/2020 11:31:40;1;0;0.45;-0.46;1.63;-58.99;-2.15;-2.10
12/02/2020 11:31:41;1;0;0.42;-0.42;1.54;-58.87;-2.40;-3.18
12/02/2020 11:31:43;1;0;0.46;-0.49;1.65;-58.87;-2.40;-1.69
12/02/2020 11:31:44;1;0;0.47;-0.49;1.56;-58.63;-2.96;-2.95
12/02/2020 11:31:45;1;0;0.48;-0.47;1.56;-58.75;-1.77;-1.35
12/02/2020 11:31:47;1;0;0.47;-0.44;1.55;-58.63;-1.14;0.31
12/02/2020 11:31:48;1;0;0.48;-0.42;1.56;-58.87;-1.02;0.14
12/02/2020 11:31:50;1;0;0.47;-0.29;1.57;-58.63;-0.57;-0.12
12/02/2020 11:31:51;1;1;0.45;-0.46;1.73;-58.50;1.70;-2.07
12/02/2020 11:31:53;1;3;0.36;-0.44;1.58;-58.50;4.02;-3.52
12/02/2020 11:31:54;1;3;0.45;-0.31;1.56;-58.63;2.82;-0.78
12/02/2020 11:31:55;1;2;0.55;-0.42;1.55;-57.89;-0.90;-3.31
12/02/2020 11:31:57;1;0;0.58;-0.26;1.57;-58.38;-0.09;1.92
12/02/2020 11:31:58;1;0;0.55;-0.31;1.48;-58.38;-0.62;0.34
12/02/2020 11:32:00;1;2;0.56;-0.42;1.53;-58.14;0.37;0.06
12/02/2020 11:32:01;1;3;0.75;-0.40;1.41;-58.02;5.20;5.47
12/02/2020 11:32:03;1;3;0.58;-0.32;1.62;-58.02;-0.73;-2.69
12/02/2020 11:32:04;1;4;0.56;-0.18;1.64;-57.77;-1.42;0.62
12/02/2020 11:32:05;1;2;0.56;-0.41;1.53;-57.77;-1.05;-0.18
12/02/2020 11:32:07;1;0;0.55;-0.42;1.56;-57.53;-1.31;-0.60
12/02/2020 11:32:08;1;0;0.55;-0.40;1.52;-57.77;-2.34;-2.18
12/02/2020 11:32:10;1;0;0.56;-0.36;1.57;-57.65;-0.92;0.82
